test/neg/0_2.txt	a	3	0.017544	57	1.050431	0.018429
test/neg/10000_4.txt	a	4	0.016598	57	1.050431	0.017435
test/neg/10001_1.txt	a	6	0.026786	57	1.050431	0.028137
test/neg/10002_3.txt	a	8	0.025078	57	1.050431	0.026343
test/neg/10003_3.txt	a	4	0.016878	57	1.050431	0.017729
test/neg/10004_2.txt	a	3	0.025424	57	1.050431	0.026706
test/neg/10005_2.txt	a	5	0.030675	57	1.050431	0.032222
test/neg/10006_2.txt	a	5	0.034722	57	1.050431	0.036473
test/neg/10007_4.txt	a	7	0.054264	57	1.050431	0.057001
test/neg/10008_4.txt	a	6	0.035928	57	1.050431	0.037740
test/pos/0_10.txt	a	2	0.013072	57	1.050431	0.013731
test/pos/10000_7.txt	a	13	0.036932	57	1.050431	0.038795
test/pos/10001_9.txt	a	3	0.012146	57	1.050431	0.012759
test/pos/10002_8.txt	a	6	0.046875	57	1.050431	0.049239
test/pos/10003_8.txt	a	7	0.034146	57	1.050431	0.035868
test/pos/10004_9.txt	a	9	0.028571	57	1.050431	0.030012
test/pos/10005_8.txt	a	15	0.043605	57	1.050431	0.045804
test/pos/10006_7.txt	a	4	0.027972	57	1.050431	0.029383
test/pos/10007_10.txt	a	4	0.022989	57	1.050431	0.024148
test/pos/10008_8.txt	a	26	0.027083	57	1.050431	0.028449
train/neg/0_3.txt	a	7	0.061404	57	1.050431	0.064501
train/neg/10000_4.txt	a	22	0.028278	57	1.050431	0.029704
train/neg/10002_1.txt	a	3	0.019608	57	1.050431	0.020597
train/neg/10003_1.txt	a	9	0.022444	57	1.050431	0.023576
train/neg/10004_3.txt	a	2	0.019231	57	1.050431	0.020201
train/neg/10005_3.txt	a	8	0.024465	57	1.050431	0.025699
train/neg/10006_4.txt	a	5	0.031447	57	1.050431	0.033033
train/neg/10007_1.txt	a	2	0.029412	57	1.050431	0.030895
train/neg/10008_2.txt	a	6	0.020833	57	1.050431	0.021884
train/neg/10009_1.txt	a	6	0.017493	57	1.050431	0.018375
train/neg/1000_4.txt	a	3	0.020548	57	1.050431	0.021584
train/neg/10011_3.txt	a	4	0.028986	57	1.050431	0.030448
train/neg/10012_1.txt	a	3	0.017241	57	1.050431	0.018110
train/neg/10013_1.txt	a	7	0.052239	57	1.050431	0.054873
train/neg/10014_2.txt	a	2	0.029851	57	1.050431	0.031356
train/neg/10015_2.txt	a	3	0.034483	57	1.050431	0.036222
train/neg/10016_4.txt	a	4	0.030303	57	1.050431	0.031831
train/neg/10017_4.txt	a	9	0.049724	57	1.050431	0.052232
