train/neg/0_3.txt	3.000000	0.2882058165	0.0791119004	0.2744979311
train/neg/10000_4.txt	4.000000	0.1508898691	0.1054825338	0.6990696888
train/neg/10001_4.txt	4.000000	0.2327396760	0.1054825338	0.4532211079
train/neg/10002_1.txt	1.000000	0.2302628951	0.0263706335	0.1145240245
train/neg/10003_1.txt	1.000000	0.1613950944	0.0263706335	0.1633917905
train/neg/10004_3.txt	3.000000	0.3262935113	0.0791119004	0.2424562476
train/neg/10005_3.txt	3.000000	0.1806368550	0.0791119004	0.4379610150
train/neg/10006_4.txt	4.000000	0.2272945151	0.1054825338	0.4640786592
train/neg/10007_1.txt	1.000000	0.3692991170	0.0263706335	0.0714072475
train/neg/10008_2.txt	2.000000	0.1820250419	0.0527412669	0.2897473136
train/neg/10009_1.txt	1.000000	0.1717094578	0.0263706335	0.1535770585
train/neg/1000_4.txt	4.000000	0.2340417019	0.1054825338	0.4506997384
train/neg/10010_3.txt	3.000000	0.3054030088	0.0791119004	0.2590409985
train/neg/10011_3.txt	3.000000	0.2481877774	0.0791119004	0.3187582450
train/neg/10012_1.txt	1.000000	0.2303090033	0.0263706335	0.1145010967
train/neg/10013_1.txt	1.000000	0.2533215614	0.0263706335	0.1040994430
train/neg/10014_2.txt	2.000000	0.3161970490	0.0527412669	0.1667987322
train/neg/10015_2.txt	2.000000	0.3297210495	0.0527412669	0.1599572335
train/neg/10016_4.txt	4.000000	0.2434641757	0.1054825338	0.4332568990
train/neg/10017_4.txt	4.000000	0.2446614238	0.1054825338	0.4311367610
train/pos/0_9.txt	9.000000	0.3144440904	0.2373357011	0.7547786978
train/pos/10000_8.txt	8.000000	0.1855249987	0.2109650676	1.1371247493
train/pos/10001_10.txt	10.000000	0.2450231652	0.2637063345	1.0762506243
train/pos/10002_7.txt	7.000000	0.2914123611	0.1845944342	0.6334475088
train/pos/10003_8.txt	8.000000	0.2303767624	0.2109650676	0.9157393540
train/pos/10004_8.txt	8.000000	0.2262592278	0.2109650676	0.9324042591
train/pos/10005_7.txt	7.000000	0.2817795682	0.1845944342	0.6551022677
train/pos/10006_7.txt	7.000000	0.1810501138	0.1845944342	1.0195764606
train/pos/10007_7.txt	7.000000	0.1680549695	0.1845944342	1.0984169922
train/pos/10008_7.txt	7.000000	0.1602587979	0.1845944342	1.1518521075
train/pos/10009_9.txt	9.000000	0.1773982298	0.2373357011	1.3378696127
train/pos/1000_8.txt	8.000000	0.3427238217	0.2109650676	0.6155541408
train/pos/10010_7.txt	7.000000	0.1951238247	0.1845944342	0.9460373917
train/pos/10011_9.txt	9.000000	0.1782310411	0.2373357011	1.3316182166
train/pos/10012_8.txt	8.000000	0.2112748215	0.2109650676	0.9985338817
train/pos/10013_7.txt	7.000000	0.2157942738	0.1845944342	0.8554185932
train/pos/10014_8.txt	8.000000	0.2158779842	0.2109650676	0.9772421602
train/pos/10015_8.txt	8.000000	0.1678065059	0.2109650676	1.2571924223
train/pos/10016_8.txt	8.000000	0.2580812065	0.2109650676	0.8174367693
train/pos/10017_9.txt	9.000000	0.2325220246	0.2373357011	1.0207020238
