train/neg/0_3.txt	3
train/neg/10000_4.txt	4
train/neg/10001_4.txt	4
train/neg/10002_1.txt	1
train/neg/10003_1.txt	1
train/neg/10004_3.txt	3
train/neg/10005_3.txt	3
train/neg/10006_4.txt	4
train/neg/10007_1.txt	1
train/neg/10008_2.txt	2
train/neg/10009_1.txt	1
train/neg/1000_4.txt	4
train/neg/10010_3.txt	3
train/neg/10011_3.txt	3
train/neg/10012_1.txt	1
train/neg/10013_1.txt	1
train/neg/10014_2.txt	2
train/neg/10015_2.txt	2
train/neg/10016_4.txt	4
train/neg/10017_4.txt	4
train/pos/0_9.txt	9
train/pos/10000_8.txt	8
train/pos/10001_10.txt	10
train/pos/10002_7.txt	7
train/pos/10003_8.txt	8
train/pos/10004_8.txt	8
train/pos/10005_7.txt	7
train/pos/10006_7.txt	7
train/pos/10007_7.txt	7
train/pos/10008_7.txt	7
train/pos/10009_9.txt	9
train/pos/1000_8.txt	8
train/pos/10010_7.txt	7
train/pos/10011_9.txt	9
train/pos/10012_8.txt	8
train/pos/10013_7.txt	7
train/pos/10014_8.txt	8
train/pos/10015_8.txt	8
train/pos/10016_8.txt	8
train/pos/10017_9.txt	9
